product_name,corp_id,corp_login,expert_partner_name,expert_role,proficiency_level,hire_type,tnps_numerator,tnps_denominator,ir_numerator,ir_denominator,sqs_numerator,sqs_denominator,handled_conversion_numerator,handled_conversion_denominator,aht_numerator,aht_denominator,cst_numerator,cst_denominator,cst_basic_numerator,cst_basic_denominator,cst_deluxe_numerator,cst_deluxe_denominator,cst_premium_numerator,cst_premiun_denominator
TTL Full Service Consumer,50002301427,JTERRELL1,INTUIT,Tax Associate,PL3,Re-Hire,10,14,0,0,139.89,153.28,39,63,6573.416667,336,116.153374,50,20.051362,14,53.716282,24,42.38573,12
TTL Assisted Consumer,50002301432,MKAYEREKA,INTUIT,Tax Associate,PL3,Re-Hire,2,2,2,2,10.73,13.26,0,0,733.733334,30,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002301432,MKAYEREKA,INTUIT,Tax Associate,PL3,Re-Hire,2,2,0,0,66.13,71.15,30,39,4248.966663,126,224.975963,49,15.415257,5,57.331005,18,150.811694,25
TTL Assisted Consumer,50002301435,NSYED1,INTUIT,Tax Expert,PL2,Re-Hire,1,4,3,4,13.99,16.21,0,0,745.416666,38,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002301435,NSYED1,INTUIT,Tax Expert,PL2,Re-Hire,2,3,0,0,17.04,21.47,12,15,667.516671,41,75.005664,42,13.985243,11,25.197438,20,35.822983,11
TTL Assisted Consumer,50002301832,RMANZOLINA,INTUIT,Tax Expert,PL4,Re-Hire,13,20,18,20,51.94,73.81,0,0,3221.999996,237,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002301832,RMANZOLINA,INTUIT,Tax Expert,PL4,Re-Hire,2,6,0,2,314.6,373.78,142,217,12416.95,843,462.908635,231,71.44051,51,110.471245,67,280.99688,113
TTL Full Service Consumer,50002301838,LBARRETT1,INTUIT,Tax Associate,PL2,Re-Hire,0,0,0,0,0,0,0,0,0,0,1.930326,1,1.930326,1,0,0,0,0
TTL Assisted Consumer,50002301840,MPROCTOR,INTUIT,Tax Associate,PL4,Re-Hire,13,13,9,9,87.3,103.16,0,0,4775.966662,246,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002301840,MPROCTOR,INTUIT,Tax Associate,PL4,Re-Hire,10,17,2,4,340.65,388.88,102,136,14021.9,812,633.548919,128,174.795728,38,98.749288,26,360.003903,64
TTL Assisted Consumer,50002301888,AMARSHALL4,INTUIT,Tax Associate,PL4,Re-Hire,5,8,7,7,42.63,50.26,0,0,2282.850001,155,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002301888,AMARSHALL4,INTUIT,Tax Associate,PL4,Re-Hire,8,8,2,2,74.16,80.13,45,72,2386.766661,200,336.967161,94,51.923464,30,46.459748,21,238.583949,43
TTL Assisted Consumer,50002301889,ENEMORIN,INTUIT,Tax Associate,PL3,Re-Hire,32,32,31,31,66.64,75.93,0,0,10739.45,484,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002301889,ENEMORIN,INTUIT,Tax Associate,PL3,Re-Hire,10,12,4,5,423.07,455.48,103,187,16734.75,1323,452.27599,131,110.501422,48,69.374806,24,245.36468,56
TTL Assisted Consumer,50002301892,JMCCREARY1,INTUIT,Tax Associate,PL4,Re-Hire,44,46,43,45,58.89,63.82,0,0,8277.916675,467,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002301892,JMCCREARY1,INTUIT,Tax Associate,PL4,Re-Hire,16,22,9,10,135.41,145.18,48,91,6173.283342,367,261.233301,76,14.959763,13,52.371357,17,191.455195,45
TTL Assisted Consumer,50002301896,LPOCHE,INTUIT,Tax Expert,PL4,Re-Hire,0,0,0,0,11.41,15.12,0,0,939.550001,47,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002301896,LPOCHE,INTUIT,Tax Expert,PL4,Re-Hire,3,3,0,0,67.54,77.65,65,77,3055.816669,161,481.742432,177,54.988213,39,71.60357,35,348.691197,102
TTL Assisted Consumer,50002301897,MKHANANAYEV,INTUIT,Tax Associate,PL4,Re-Hire,0,0,0,0,8.75,10.88,0,0,535.733333,24,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002301897,MKHANANAYEV,INTUIT,Tax Associate,PL4,Re-Hire,0,0,0,0,14.18,16.84,5,8,838.966668,40,23.143265,9,5.847976,3,8.615717,3,8.679572,3
TTL Assisted Consumer,50002301900,NMAGBUAL,INTUIT,Tax Associate,PL4,Re-Hire,10,12,10,10,49,61.81,0,0,3468.63333,158,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002301900,NMAGBUAL,INTUIT,Tax Associate,PL4,Re-Hire,0,0,0,0,66.16,80.16,32,39,4429.166668,148,448.864133,52,16.503551,5,45.73259,8,386.627992,39
TTL Full Service Consumer,50002301908,CCOELHO,INTUIT,Tax Expert,OTHER,Re-Hire,0,0,0,0,0,0,0,0,90.466667,5,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002301910,DLOWRANCE,INTUIT,Tax Associate,PL2,Re-Hire,1,1,1,1,6.04,7.39,0,0,795.366668,28,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002301910,DLOWRANCE,INTUIT,Tax Associate,PL2,Re-Hire,0,2,0,0,48.4,54.58,12,31,2371.683337,137,122.571608,18,25.460532,7,44.685838,5,52.425238,6
TTL Assisted Consumer,50002302145,MLEE25,INTUIT,Tax Associate,PL4,Re-Hire,3,3,3,3,39.26,44.02,0,0,1684.633332,86,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002302145,MLEE25,INTUIT,Tax Associate,PL4,Re-Hire,2,2,0,0,65.37,68.23,49,60,2932.816665,148,240.979871,88,10.549414,7,73.297594,32,157.132863,49
TTL Full Service Consumer,50002302153,RKRISHNAN3,INTUIT,Tax Expert,OTHER,Re-Hire,0,0,0,0,0,0,0,0,1524.583331,122,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002302167,PPEETHALA,INTUIT,Tax Associate,PL4,Re-Hire,7,7,7,7,26.42,30.96,0,0,1817.650001,98,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002302167,PPEETHALA,INTUIT,Tax Associate,PL4,Re-Hire,2,4,1,1,193.31,216.65,70,101,5942.549998,471,427.661636,158,53.80798,40,106.628344,42,263.2571,75
TTL Full Service Consumer,50002302185,MGODWIN,INTUIT,Tax Expert,OTHER,Re-Hire,0,0,0,0,0,0,0,0,3301.149999,75,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002302190,PSUCHAK1,INTUIT,Tax Associate,PL4,Re-Hire,1,1,1,1,10.63,12.76,0,0,533.75,28,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002302190,PSUCHAK1,INTUIT,Tax Associate,PL4,Re-Hire,3,4,0,0,52.55,60.99,18,41,1861.350004,134,377.162439,40,35.552475,7,44.880114,10,296.72985,23
TTL Assisted Consumer,50002302198,LDAVIS14,INTUIT,Tax Expert,PL4,Re-Hire,2,2,2,2,11.8,16.04,0,0,1550.199997,71,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002302198,LDAVIS14,INTUIT,Tax Expert,PL4,Re-Hire,5,5,1,1,47.44,51.4,38,54,1433.533333,102,211.080124,83,32.023236,19,37.041907,21,142.014981,43
TTL Assisted Consumer,50002302283,LMCDANIEL,INTUIT,Tax Expert,PL4,Re-Hire,24,25,24,25,13.8,15.22,0,0,9617.633338,254,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002302283,LMCDANIEL,INTUIT,Tax Expert,PL4,Re-Hire,24,27,3,4,193.79,207.32,89,116,14034.1,551,767.029026,133,57.45682,16,119.241418,30,582.20359,86
TTL Assisted Consumer,50002302290,SSHUBERT,INTUIT,Tax Associate,PL4,Re-Hire,13,14,13,13,34.41,40.68,0,0,3099.349998,185,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002302290,SSHUBERT,INTUIT,Tax Associate,PL4,Re-Hire,9,10,3,3,46.48,52.33,51,61,3387.18333,125,257.987229,194,34.352418,45,49.742773,45,173.892038,104
TTL Assisted Consumer,50002302490,SDUDLEY,INTUIT,Tax Expert,PL4,Re-Hire,10,10,9,9,57.5,70.66,0,0,2960.816661,175,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002302490,SDUDLEY,INTUIT,Tax Expert,PL4,Re-Hire,3,5,0,1,112.6,129.38,57,92,4227.6,288,275.302314,100,34.983325,24,45.745109,26,193.632896,49
TTL Assisted Consumer,50002302802,JCHAVEZ9,INTUIT,Tax Associate,PL4,Re-Hire,7,13,10,11,51.2,62.55,0,0,5701.999998,232,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002302802,JCHAVEZ9,INTUIT,Tax Associate,PL4,Re-Hire,5,5,0,0,205.05,242.26,108,127,9399.98334,606,772.564031,194,67.537838,40,101.826614,44,590.704283,107
TTL Full Service Consumer,50002302804,CMARI,INTUIT,Tax Expert,OTHER,Re-Hire,0,0,0,0,0,0,0,0,800.383332,46,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002302812,JCOLE11,INTUIT,Tax Expert,PL4,Re-Hire,4,4,4,4,11.85,14.13,0,0,1139.15,47,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002302812,JCOLE11,INTUIT,Tax Expert,PL4,Re-Hire,1,3,1,1,129.06,154.17,75,84,5471.900002,406,431.875083,146,46.072498,20,70.775143,33,315.027442,93
TTL Assisted Consumer,50002302827,ESTRATTON,INTUIT,Tax Associate,PL4,Re-Hire,3,3,3,3,26.26,29.12,0,0,1764.066667,73,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002302827,ESTRATTON,INTUIT,Tax Associate,PL4,Re-Hire,5,9,0,0,88.35,97.58,54,73,5967.016665,218,285.829847,98,20.168916,15,53.734428,26,211.926503,57
TTL Assisted Consumer,50002302830,JHOLT2,INTUIT,Tax Associate,PL4,Re-Hire,5,5,5,5,23.87,27.18,0,0,1554.833332,58,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002302830,JHOLT2,INTUIT,Tax Associate,PL4,Re-Hire,5,7,0,0,132.93,149.64,31,46,6581.983327,329,314.314609,65,29.069535,13,65.232107,18,217.208866,33
TTL Assisted Consumer,50002302831,JTHOMAS23,INTUIT,Tax Associate,PL4,Re-Hire,8,10,9,10,39.2,44.2,0,0,5320.283335,165,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002302831,JTHOMAS23,INTUIT,Tax Associate,PL4,Re-Hire,7,9,2,3,99.62,109.1,9,36,5520.266664,248,281.685008,79,38.326405,20,62.49785,20,160.132374,37
TTL Assisted Consumer,50002302837,EJACKSON5,INTUIT,Tax Associate,PL4,Re-Hire,1,1,1,1,8.26,8.58,0,0,707.583335,29,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002302837,EJACKSON5,INTUIT,Tax Associate,PL4,Re-Hire,3,3,0,0,37.62,42.36,23,29,1379.633329,135,349.215996,71,50.976442,13,99.011234,26,199.22832,32
TTL Assisted Consumer,50002302838,EHUDSON,INTUIT,Tax Associate,PL2,Re-Hire,0,0,0,0,0,0,0,0,11.683333,2,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002302838,EHUDSON,INTUIT,Tax Associate,PL2,Re-Hire,0,0,0,0,0.78,0.95,0,1,49.65,2,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002302908,DLEWIS22,INTUIT,Tax Associate,PL3,Re-Hire,0,4,3,4,41.91,53.72,0,0,3020.716669,118,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002302908,DLEWIS22,INTUIT,Tax Associate,PL3,Re-Hire,6,8,0,0,155.83,184.54,71,119,23278.05,429,412.617446,137,93.480091,46,180.570485,53,133.867097,36
TTL Assisted Consumer,50002302910,GBAKER1,INTUIT,Tax Associate,PL4,Re-Hire,9,13,11,13,44.33,59.38,0,0,5360.96666,198,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002302910,GBAKER1,INTUIT,Tax Associate,PL4,Re-Hire,3,6,1,1,90.07,108.61,47,69,5512.283333,271,226.157333,65,18.169243,11,64.076204,21,143.911886,33
TTL Assisted Consumer,50002302914,SHOWELL4,INTUIT,Tax Associate,PL2,Re-Hire,2,2,2,2,18.62,23.54,0,0,1489.650001,54,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002302914,SHOWELL4,INTUIT,Tax Associate,PL2,Re-Hire,1,5,0,0,96.67,109.26,31,52,5460.016665,274,156.409507,49,42.764915,16,45.531533,21,68.113059,12
TTL Assisted Consumer,50002302915,BCOOPER3,INTUIT,Tax Associate,PL2,Re-Hire,4,10,7,10,92.75,113.86,0,0,3228.216667,208,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002302915,BCOOPER3,INTUIT,Tax Associate,PL2,Re-Hire,7,13,1,2,207.28,241.67,136,194,10270.11667,503,524.495959,218,101.708594,69,140.629083,73,273.390037,73
TTL Assisted Consumer,50002302917,CMACKEY1,INTUIT,Tax Associate,PL4,Re-Hire,9,17,12,16,67.32,75.5,0,0,5519.249989,217,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002302917,CMACKEY1,INTUIT,Tax Associate,PL4,Re-Hire,9,9,1,1,198.96,222.52,59,94,11423.71666,524,405.446015,99,50.44839,24,109.877501,34,245.120124,41
TTL Assisted Consumer,50002302924,LLAWTON,INTUIT,Tax Expert,PL4,Re-Hire,8,16,11,15,8.93,9.62,0,0,10433.53333,491,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002302924,LLAWTON,INTUIT,Tax Expert,PL4,Re-Hire,15,18,7,9,39.86,42.19,3,35,3096.416663,170,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002302927,RJONES24,INTUIT,Tax Expert,PL4,Re-Hire,1,1,1,1,1.24,1.46,0,0,254.5,4,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002302927,RJONES24,INTUIT,Tax Expert,PL4,Re-Hire,0,0,0,0,7.98,8.97,4,5,594.733333,19,23.876341,3,3.340413,1,5.414509,1,15.121419,1
TTL Assisted Consumer,50002303107,SDIPUTADO,INTUIT,Tax Associate,PL4,Re-Hire,4,4,4,4,22.7,27.91,0,0,2334.583333,92,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002303107,SDIPUTADO,INTUIT,Tax Associate,PL4,Re-Hire,1,1,1,1,102.11,117.01,50,88,4850.149999,268,561.669528,165,75.347213,39,74.347214,32,406.735682,93
TTL Assisted Consumer,50002303416,NCOOPER1,INTUIT,Tax Expert,PL4,Re-Hire,1,1,1,1,8.88,13.15,0,0,1088.333333,42,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002303416,NCOOPER1,INTUIT,Tax Expert,PL4,Re-Hire,1,1,0,0,103.19,124.86,65,87,6488.700001,259,606.863275,136,80.619093,33,143.356845,42,382.887337,61
TTL Assisted Consumer,50002303417,RSTEVENS4,INTUIT,Tax Expert,PL4,Re-Hire,3,4,3,4,13.99,17.1,0,0,1459.199999,41,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002303417,RSTEVENS4,INTUIT,Tax Expert,PL4,Re-Hire,4,6,1,2,125.57,140.04,57,87,13809.96667,310,374.609099,106,40.005492,26,82.678321,28,251.925286,52
TTL Assisted Consumer,50002303420,JWHITE20,INTUIT,Tax Associate,PL4,Re-Hire,15,16,14,14,46.86,54.64,0,0,5538.683337,177,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002303420,JWHITE20,INTUIT,Tax Associate,PL4,Re-Hire,12,16,5,6,173.32,196.68,54,81,8359.316663,510,381.866286,89,64.202696,25,73.276438,24,242.436696,39
TTL Assisted Consumer,50002303421,NBARTHOLOME,INTUIT,Tax Associate,OTHER,Re-Hire,2,2,2,2,3.71,3.95,0,0,1226.333332,47,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002303435,VROBINSONFA,INTUIT,Tax Expert,PL4,Re-Hire,1,1,1,1,8.86,12.45,0,0,1172.400003,46,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002303435,VROBINSONFA,INTUIT,Tax Expert,PL4,Re-Hire,0,0,0,0,77.04,92.18,49,74,4780.916667,199,219.364805,82,28.405522,23,52.38693,21,135.23475,37
TTL Assisted Consumer,50002303440,NMCCALL1,INTUIT,Tax Associate,PL4,Re-Hire,6,6,5,5,31.06,33.99,0,0,1963.749999,92,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002303440,NMCCALL1,INTUIT,Tax Associate,PL4,Re-Hire,1,1,0,0,99.73,107.86,41,59,5669.683331,272,142.824421,66,29.033821,18,25.419103,15,88.371497,33
TTL Assisted Consumer,50002303448,PGUNN,INTUIT,Tax Expert,PL4,Re-Hire,0,8,4,8,25.36,29.61,0,0,5755.316668,187,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002303448,PGUNN,INTUIT,Tax Expert,PL4,Re-Hire,4,4,0,0,149.2,177.04,34,67,9225.366669,437,286.829872,85,68.986749,28,80.8343,27,137.008823,30
TTL Assisted Consumer,50002303456,MLARSEN2,INTUIT,Tax Associate,PL2,Re-Hire,13,20,17,19,86.55,100.85,0,0,3386.966663,225,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002303456,MLARSEN2,INTUIT,Tax Associate,PL2,Re-Hire,4,6,3,4,187.47,206.71,65,87,7641.083335,406,123.709776,69,20.898092,15,77.092262,41,25.719422,13
TTL Assisted Consumer,50002303457,PGAINES,INTUIT,Tax Associate,PL3,Re-Hire,7,11,7,10,90.94,114.32,0,0,3724.866664,263,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002303457,PGAINES,INTUIT,Tax Associate,PL3,Re-Hire,11,15,4,4,201.65,229.54,87,121,5148.566671,449,368.576223,181,91.034093,64,90.221367,58,181.625376,58
TTL Assisted Consumer,50002303460,TWILSON16,INTUIT,Tax Associate,PL4,Re-Hire,41,49,44,50,185.22,224.47,0,0,8746.533338,528,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002303460,TWILSON16,INTUIT,Tax Associate,PL4,Re-Hire,13,23,1,3,362.3,424.3,59,142,11921.46668,884,444.262283,135,102.998771,47,123.018589,34,214.76063,52
TTL Assisted Consumer,50002303465,CTHOMPSON14,INTUIT,Tax Associate,PL3,Re-Hire,3,3,3,3,17.14,19.8,0,0,1172.166666,45,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002303465,CTHOMPSON14,INTUIT,Tax Associate,PL3,Re-Hire,0,0,0,0,103.4,119.24,37,51,3562.283322,298,287.603279,92,56.764152,26,86.008065,28,144.831062,38
TTL Assisted Consumer,50002303467,CTYCKOSON,INTUIT,Tax Associate,PL4,Re-Hire,6,8,6,8,82.51,99.95,0,0,4540.46666,219,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002303467,CTYCKOSON,INTUIT,Tax Associate,PL4,Re-Hire,6,7,0,0,115.92,130.86,90,122,12339.21667,274,271.555881,174,39.648283,39,44.582358,29,184.124344,105
TTL Assisted Consumer,50002303475,EFITZPATRIC2,INTUIT,Tax Associate,PL4,Re-Hire,6,8,7,8,35.31,42.39,0,0,4556.999996,238,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002303475,EFITZPATRIC2,INTUIT,Tax Associate,PL4,Re-Hire,2,4,0,0,69.03,75.33,49,63,3275.15,197,400.802984,152,23.7683,23,72.016364,38,302.092445,89
TTL Assisted Consumer,50002303479,SLEVENTHAL,INTUIT,Tax Expert,PL4,Re-Hire,1,2,2,2,20,26.17,0,0,1780.933331,112,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002303479,SLEVENTHAL,INTUIT,Tax Expert,PL4,Re-Hire,0,0,0,0,42.93,55.14,21,48,1388.033336,138,424.263881,98,63.836281,24,97.814149,27,249.35551,45
TTL Assisted Consumer,50002303515,FMASCHHOFF,INTUIT,Tax Expert,PL4,New Hire,25,25,25,25,38.05,40.31,0,0,9456.999998,425,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002303515,FMASCHHOFF,INTUIT,Tax Expert,PL4,New Hire,14,14,6,7,157.9,170.22,69,85,9420.18333,518,403.179028,167,56.715218,36,64.177532,38,253.032205,87
TTL Assisted Consumer,50002303524,EDAVID2,INTUIT,Tax Associate,PL2,Re-Hire,14,27,20,26,101.28,122.74,0,0,5682,255,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002303524,EDAVID2,INTUIT,Tax Associate,PL2,Re-Hire,7,15,2,5,181.72,216.07,46,101,5814.000007,397,211.647814,46,48.997079,15,70.991563,17,91.659172,14
TTL Assisted Consumer,50002303525,TMILLER14,INTUIT,Tax Associate,PL4,Re-Hire,4,4,4,4,16.1,19.08,0,0,979.216664,64,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002303525,TMILLER14,INTUIT,Tax Associate,PL4,Re-Hire,3,3,1,1,117.66,131.49,52,67,3369.383334,301,208.036834,82,19.612612,18,26.789903,12,148.784318,51
TTL Assisted Consumer,50002303528,MTRAPP,INTUIT,Tax Associate,PL4,Re-Hire,4,6,4,5,8.89,10.92,0,0,2760,98,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002303528,MTRAPP,INTUIT,Tax Associate,PL4,Re-Hire,5,6,1,1,71.67,81.89,36,50,4127.38333,220,394.210685,73,67.234731,25,71.380779,19,255.595175,29
TTL Assisted Consumer,50002303582,AHILDERBRAN,INTUIT,Tax Expert,PL4,Re-Hire,0,0,0,0,0.2,0.22,0,0,156.099999,9,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002303582,AHILDERBRAN,INTUIT,Tax Expert,PL4,Re-Hire,0,0,0,0,3.6,3.83,1,9,381.966666,18,105.520932,32,44.594083,16,12.879375,4,48.047474,12
TTL Assisted Consumer,50002303594,JSEYMOUR,INTUIT,Tax Associate,PL4,Re-Hire,4,4,4,4,10.42,11.84,0,0,2013.850001,68,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002303594,JSEYMOUR,INTUIT,Tax Associate,PL4,Re-Hire,0,0,0,0,46.36,51.5,12,21,1346.916666,174,509.967345,71,55.550126,15,72.138046,19,376.591025,36
TTL Assisted Consumer,50002303745,JWALTERS2,INTUIT,Tax Associate,PL4,Re-Hire,6,7,7,7,47.1,54.99,0,0,2236.08333,120,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002303745,JWALTERS2,INTUIT,Tax Associate,PL4,Re-Hire,16,18,2,2,199.91,221.26,118,154,11904.21666,491,332.418933,167,27.4328,22,56.10539,36,239.092434,106
TTL Assisted Consumer,50002303746,SLONDYN,INTUIT,Tax Associate,PL4,Re-Hire,4,4,3,3,17.17,22.28,0,0,3315.000005,137,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002303746,SLONDYN,INTUIT,Tax Associate,PL4,Re-Hire,7,7,0,2,130.02,146.95,73,93,6816.400001,322,392.699024,97,68.286986,26,63.080079,23,261.331959,48
TTL Assisted Consumer,50002303747,ACOLEMAN5,INTUIT,Tax Expert,PL4,Re-Hire,13,18,15,17,15.09,17.38,0,0,7415.716672,269,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002303747,ACOLEMAN5,INTUIT,Tax Expert,PL4,Re-Hire,6,10,1,2,198.32,226.75,75,113,14110.09999,694,360.797343,162,60.344547,42,68.313263,39,232.139533,81
TTL Assisted Consumer,50002303763,RWELBORN,INTUIT,Tax Associate,PL4,Re-Hire,19,20,19,19,38.61,43.73,0,0,4088.300003,162,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002303763,RWELBORN,INTUIT,Tax Associate,PL4,Re-Hire,7,8,0,1,153.24,168.58,88,117,7948.283333,376,532.488067,156,50.41965,35,56.293248,23,404.702508,97
TTL Assisted Consumer,50002303776,SFLETCHER4,INTUIT,Tax Associate,PL1,Re-Hire,7,7,7,7,33.85,41.71,0,0,3262.599997,117,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002303776,SFLETCHER4,INTUIT,Tax Associate,PL2,Re-Hire,7,7,7,7,33.85,41.71,0,0,3262.599997,117,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002303776,SFLETCHER4,INTUIT,Tax Associate,PL1,Re-Hire,2,4,1,2,81.09,96.12,32,67,6537.016665,214,108.786548,47,59.562254,26,27.598716,11,21.625578,10
TTL Full Service Consumer,50002303776,SFLETCHER4,INTUIT,Tax Associate,PL2,Re-Hire,2,4,1,2,81.09,96.12,32,67,6537.016665,214,108.786548,47,59.562254,26,27.598716,11,21.625578,10
TTL Assisted Consumer,50002303779,SWINIARSKI,INTUIT,Tax Associate,PL3,Re-Hire,1,5,3,5,70.89,93.26,0,0,2351.649997,174,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002303779,SWINIARSKI,INTUIT,Tax Associate,PL3,Re-Hire,4,12,1,3,253.49,309.23,112,144,8669.816667,618,227.380579,122,35.402267,23,28.24613,22,163.732182,77
TTL Assisted Consumer,50002303780,TDALEY1,INTUIT,Tax Associate,PL4,Re-Hire,6,19,12,17,84.58,105.48,0,0,7092.033328,310,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002303780,TDALEY1,INTUIT,Tax Associate,PL4,Re-Hire,5,9,2,2,242.33,277.11,69,149,27811.93333,672,706.120764,117,84.414975,31,81.896944,25,522.568295,60
TTL Assisted Consumer,50002303786,EHAYES4,INTUIT,Tax Associate,PL4,Re-Hire,11,15,12,14,40.13,48.04,0,0,5732.85,181,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002303786,EHAYES4,INTUIT,Tax Associate,PL4,Re-Hire,8,12,5,6,221.4,260.42,53,88,10853.81667,685,618.772967,78,55.869209,15,76.48449,19,486.419268,44
TTL Assisted Consumer,50002303791,LWHITTINGTO,INTUIT,Tax Associate,PL4,Re-Hire,1,1,1,1,1.99,2.54,0,0,183.25,7,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002303791,LWHITTINGTO,INTUIT,Tax Associate,PL4,Re-Hire,0,0,0,0,34.6,42.81,7,14,1809.166666,94,243.823041,23,1.763279,1,32.025096,6,210.034666,16
TTL Assisted Consumer,50002303794,TWINTER,INTUIT,Tax Expert,PL4,Re-Hire,7,8,7,8,27.41,29.76,0,0,3174.649999,127,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002303794,TWINTER,INTUIT,Tax Expert,PL4,Re-Hire,15,18,3,4,160.78,175.39,68,101,7838.449996,388,331.96005,98,64.479421,27,69.330624,30,195.914115,40
TTL Assisted Consumer,50002303816,JGARDNER11,INTUIT,Tax Associate,PL2,Re-Hire,6,6,4,5,12.71,15.09,0,0,1183.983338,39,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002303816,JGARDNER11,INTUIT,Tax Associate,PL2,Re-Hire,6,7,0,0,74.04,83.54,25,35,3201.95,191,115.087854,27,21.515671,9,38.728817,12,54.843366,6
TTL Assisted Consumer,50002303833,YCHARLESJON,INTUIT,Tax Associate,PL2,Re-Hire,0,0,0,0,0.2,0.24,0,0,0,0,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002303833,YCHARLESJON,INTUIT,Tax Associate,PL2,Re-Hire,0,0,0,0,0.32,0.61,0,0,40.15,1,28.551147,7,18.324863,4,10.226284,3,0,0
TTL Assisted Consumer,50002304028,ABANKS2,INTUIT,Tax Associate,PL4,Re-Hire,2,2,2,2,1.8,2.57,0,0,170.766666,5,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002304028,ABANKS2,INTUIT,Tax Associate,PL4,Re-Hire,0,0,0,0,0.96,1.01,0,1,236.083333,4,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002304095,AWHITE9,INTUIT,Tax Associate,OTHER,New Hire,-7,10,1,9,43.31,58.71,0,0,2542.849995,197,0,0,0,0,0,0,0,0
