product_name,corp_id,corp_login,expert_partner_name,expert_role,proficiency_level,hire_type,tnps_numerator,tnps_denominator,ir_numerator,ir_denominator,sqs_numerator,sqs_denominator,handled_conversion_numerator,handled_conversion_denominator,aht_numerator,aht_denominator,cst_numerator,cst_denominator,cst_basic_numerator,cst_basic_denominator,cst_deluxe_numerator,cst_deluxe_denominator,cst_premium_numerator,cst_premiun_denominator
TTL Assisted Consumer,50002304104,MCAFFREY,INTUIT,Tax Expert,PL4,Re-Hire,1,1,1,1,10.06,11.31,0,0,2176.316669,103,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002304104,MCAFFREY,INTUIT,Tax Expert,PL4,Re-Hire,5,5,0,0,93.84,105.62,106,115,4085.350002,221,627.268956,251,80.017158,51,103.274755,60,433.803757,139
TTL Assisted Consumer,50002304106,SHART1,INTUIT,Tax Expert,PL4,Re-Hire,0,0,0,0,1.82,1.86,0,0,578.45,13,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002304106,SHART1,INTUIT,Tax Expert,PL4,Re-Hire,2,2,0,0,65.56,70.45,51,61,3317.966664,154,710.941276,177,67.659595,28,179.900683,56,460.478911,92
TTL Assisted Consumer,50002304151,LRUECKER,INTUIT,Tax Expert,PL4,Re-Hire,11,13,13,13,15.96,17.76,0,0,6762.966667,159,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002304151,LRUECKER,INTUIT,Tax Expert,PL4,Re-Hire,3,7,3,4,110.34,124.45,64,81,8752.966674,292,414.602814,93,34.028074,20,90.862,21,289.71274,52
TTL Assisted Consumer,50002305110,MMOORE21,INTUIT,Tax Associate,PL3,Re-Hire,10,18,15,16,103.6,128.39,0,0,4717.016664,224,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002305110,MMOORE21,INTUIT,Tax Associate,PL3,Re-Hire,6,7,0,0,161.53,183.75,65,108,8242.03334,417,364.523628,120,40.07931,31,62.791193,36,260.468716,52
TTL Assisted Consumer,50002305111,CMAHANEY,INTUIT,Tax Associate,OTHER,New Hire,2,2,2,2,37.93,49,0,0,2683.616667,114,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002305113,BCASTILLO3,INTUIT,Tax Associate,PL4,Re-Hire,8,14,12,14,88.93,112.57,0,0,6455.966666,397,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002305113,BCASTILLO3,INTUIT,Tax Associate,PL4,Re-Hire,5,7,0,0,186.03,217.09,125,173,13815.88333,569,622.918608,210,67.427394,41,98.528539,48,450.548571,120
TTL Assisted Consumer,50002305116,JPOLOWNIAK,INTUIT,Tax Expert,PL4,Re-Hire,1,1,1,1,1.07,1.09,0,0,186.833333,18,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002305116,JPOLOWNIAK,INTUIT,Tax Expert,PL4,Re-Hire,2,2,0,0,130.13,144.35,50,71,4053.683337,351,298.590538,97,82.978654,38,48.602134,19,167.00975,40
TTL Assisted Consumer,50002305125,TRILEY1,INTUIT,Tax Associate,PL2,Re-Hire,3,3,3,3,8.58,9.6,0,0,810.08333,28,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002305125,TRILEY1,INTUIT,Tax Associate,PL2,Re-Hire,2,2,0,0,33.61,38.98,11,17,1590.199996,99,114.681271,16,47.334045,6,16.072748,4,51.274478,6
TTL Assisted Consumer,50002305140,LROSAS,INTUIT,Tax Expert,PL4,Re-Hire,11,11,10,10,40.07,47.14,0,0,4716.2,185,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002305140,LROSAS,INTUIT,Tax Expert,PL4,Re-Hire,6,14,1,2,129.74,142.61,107,128,9235.433332,321,627.717544,183,62.179414,39,130.67186,49,431.298085,94
TTL Assisted Consumer,50002305152,GROSAS2,INTUIT,Tax Associate,PL4,Re-Hire,7,11,8,10,72.76,86.19,0,0,6066.46666,330,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002305152,GROSAS2,INTUIT,Tax Associate,PL4,Re-Hire,6,10,0,1,237.89,276.49,71,124,10398.13334,603,452.515565,189,63.661741,47,57.080068,42,328.886665,99
TTL Assisted Consumer,50002305158,LGRIFFEN,INTUIT,Tax Associate,PL3,Re-Hire,7,8,6,6,48.66,53.2,0,0,2248.933328,108,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002305158,LGRIFFEN,INTUIT,Tax Associate,PL3,Re-Hire,1,5,1,1,50.8,54.74,26,43,4586.383331,107,111.192125,36,29.325644,14,56.170796,14,25.695685,8
TTL Assisted Consumer,50002305161,MMOORE22,INTUIT,Tax Associate,PL4,Re-Hire,22,22,18,20,99.38,120.21,0,0,5190.666666,220,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002305161,MMOORE22,INTUIT,Tax Associate,PL4,Re-Hire,16,18,4,5,180.16,203.83,91,132,16330.33333,486,396.916645,136,78.158555,38,81.355107,35,237.402983,63
TTL Assisted Consumer,50002305164,SJOHNSON42,INTUIT,Tax Associate,PL4,Re-Hire,1,1,1,1,4.55,5.41,0,0,2556.099998,28,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002305164,SJOHNSON42,INTUIT,Tax Associate,PL4,Re-Hire,5,5,3,3,88.68,98.69,50,61,10115.41666,224,666.849785,101,69.440093,20,104.811148,28,492.598544,53
TTL Assisted Consumer,50002305165,SJEUNE,INTUIT,Tax Associate,OTHER,Re-Hire,-2,2,0,2,0,0,0,0,482.399999,14,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002305170,ACLAVONII,INTUIT,Tax Associate,PL4,Re-Hire,4,5,5,5,15.11,16.28,0,0,1165.849999,53,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002305170,ACLAVONII,INTUIT,Tax Associate,PL4,Re-Hire,1,1,0,0,18.1,18.9,9,19,1191.983332,49,25.961894,16,13.852275,9,8.143562,5,3.966057,2
TTL Assisted Consumer,50002305183,MCAVANAUGH1,INTUIT,Tax Expert,PL4,Re-Hire,5,5,4,5,4.07,4.88,0,0,1696.766667,48,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002305183,MCAVANAUGH1,INTUIT,Tax Expert,PL4,Re-Hire,3,3,2,2,115.46,128.09,54,71,6664.9,326,674.318389,119,55.918641,20,142.996797,36,475.402951,63
TTL Assisted Consumer,50002305186,TMARTIN15,INTUIT,Tax Associate,PL4,Re-Hire,5,5,4,5,31.79,34.51,0,0,2260.866665,66,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002305186,TMARTIN15,INTUIT,Tax Associate,PL4,Re-Hire,1,3,1,1,89.34,97.46,36,50,3689.266663,233,241.442956,66,18.302466,11,67.592403,20,155.548087,35
TTL Assisted Consumer,50002305187,VPHAMMAI,INTUIT,Tax Associate,PL4,Re-Hire,5,8,7,8,83.17,118.36,0,0,6203.716663,292,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002305187,VPHAMMAI,INTUIT,Tax Associate,PL4,Re-Hire,2,7,1,1,245.44,308.69,141,213,14418.51668,770,522.599472,208,81.770383,54,87.244092,43,351.955737,110
TTL Assisted Consumer,50002305280,JBISENIUS,INTUIT,Tax Associate,PL4,Re-Hire,1,1,0,0,16.47,20.45,0,0,1402.283333,56,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002305280,JBISENIUS,INTUIT,Tax Associate,PL4,Re-Hire,4,4,3,3,105.51,121.76,53,69,4994.999997,272,534.178596,90,79.719316,20,112.064884,21,342.394396,49
TTL Assisted Consumer,50002305284,RHILL10,INTUIT,Tax Associate,PL4,Re-Hire,22,24,19,21,110.86,130.55,0,0,7958.549996,418,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002305284,RHILL10,INTUIT,Tax Associate,PL4,Re-Hire,10,15,4,6,305.79,355.17,150,208,11253.63333,958,499.847418,226,84.095455,56,89.441923,54,326.31004,116
TTL Assisted Consumer,50002305285,SBULLINGTON,INTUIT,Tax Associate,PL4,Re-Hire,8,8,7,7,47.94,54.46,0,0,2261.966668,133,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002305285,SBULLINGTON,INTUIT,Tax Associate,PL4,Re-Hire,7,9,5,5,107.09,118.11,27,55,3611.016663,244,156.962055,66,29.645619,20,28.524827,15,98.791609,31
TTL Assisted Consumer,50002305286,STAYLOR18,INTUIT,Tax Associate,PL4,Re-Hire,6,13,11,12,19.08,21.7,0,0,2898.766666,115,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002305286,STAYLOR18,INTUIT,Tax Associate,PL4,Re-Hire,0,0,0,0,75.54,80.39,31,49,3975.483329,261,194.801305,54,29.005022,18,30.370362,14,135.425921,22
TTL Assisted Consumer,50002305288,YPARATTO,INTUIT,Tax Expert,PL4,Re-Hire,3,3,3,3,13.87,17.27,0,0,4176.966665,118,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002305288,YPARATTO,INTUIT,Tax Expert,PL4,Re-Hire,2,5,2,3,153.95,179.18,62,103,7501.466674,403,602.327278,158,62.907457,33,94.299232,40,444.731275,84
TTL Assisted Consumer,50002305381,ARODRIGUEZ16,INTUIT,Tax Expert,PL4,Re-Hire,-1,1,0,1,25.14,32.15,0,0,3088.116666,161,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002305381,ARODRIGUEZ16,INTUIT,Tax Expert,PL4,Re-Hire,3,4,0,0,165.24,185.78,133,169,8373.916675,466,927.726314,297,116.29025,65,184.559627,67,620.941743,164
TTL Assisted Consumer,50002305397,VMASSEY,INTUIT,Tax Associate,PL4,Re-Hire,5,5,4,4,29.96,38.83,0,0,2618.400001,159,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002305397,VMASSEY,INTUIT,Tax Associate,PL4,Re-Hire,4,4,0,0,144.19,169.75,44,56,4973.166664,425,409.12485,80,53.052645,22,96.670812,23,259.401393,35
TTL Assisted Consumer,50002305505,JWILSON16,INTUIT,Tax Associate,PL2,Re-Hire,0,0,0,0,4.49,5.11,0,0,1265.050001,7,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002305505,JWILSON16,INTUIT,Tax Associate,PL2,Re-Hire,3,3,0,1,22.11,28.75,7,18,2124.233334,66,22.111731,6,8.257253,2,11.840171,3,2.014307,1
TTL Assisted Consumer,50002305604,PWILLIAMS9,INTUIT,Tax Expert,PL4,Re-Hire,1,1,1,1,0.2,0.24,0,0,886.300003,39,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002305604,PWILLIAMS9,INTUIT,Tax Expert,PL4,Re-Hire,0,1,0,0,85.82,94.06,27,42,4315.150003,403,461.649452,119,52.534906,30,73.22497,23,326.489792,64
TTL Assisted Consumer,50002305689,CPAUL8,INTUIT,Tax Associate,PL3,Re-Hire,7,7,7,7,66.11,78.57,0,0,3981.449996,165,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002305689,CPAUL8,INTUIT,Tax Associate,PL3,Re-Hire,2,2,0,0,205.44,228.03,57,91,6159.616663,533,308.467215,69,89.74024,28,151.42291,33,67.304065,8
TTL Assisted Consumer,50002305707,LAMEDEE,INTUIT,Tax Associate,PL4,Re-Hire,3,3,3,3,21.91,26.06,0,0,2076.133334,110,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002305707,LAMEDEE,INTUIT,Tax Associate,PL4,Re-Hire,4,4,2,2,91.99,101.94,37,48,4313.466664,301,262.995057,92,52.254504,31,55.914857,23,154.825696,38
TTL Assisted Consumer,50002305712,MKELTZ,INTUIT,Tax Expert,PL4,Re-Hire,4,4,3,3,19.01,23.41,0,0,2768.899999,91,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002305712,MKELTZ,INTUIT,Tax Expert,PL4,Re-Hire,5,6,1,2,155.73,180.79,52,79,5857.83333,417,494.954701,123,71.717857,29,98.416234,28,324.82061,66
TTL Assisted Consumer,50002305713,MCOTCHEN,INTUIT,Tax Expert,PL3,Re-Hire,10,11,9,10,34.65,44.97,0,0,1771.56667,147,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002305713,MCOTCHEN,INTUIT,Tax Expert,PL3,Re-Hire,3,7,2,4,299.42,345.52,102,139,5380.616661,714,286.902416,164,71.5244,63,88.472396,56,126.43571,44
TTL Assisted Consumer,50002306028,AJIMENEZ7,INTUIT,Tax Associate,PL4,Re-Hire,5,6,6,6,37.55,44.06,0,0,4832.549998,210,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002306028,AJIMENEZ7,INTUIT,Tax Associate,PL4,Re-Hire,4,7,5,5,131.89,148.3,49,88,5988.949997,356,352.302237,96,70.20159,30,46.871779,16,235.228868,50
TTL Assisted Consumer,50002306032,BKAYE,INTUIT,Tax Expert,PL1,Re-Hire,0,0,0,0,0,0,0,0,55.116667,2,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002306032,BKAYE,INTUIT,Tax Expert,PL1,Re-Hire,0,0,0,0,0,0,1,1,0,0,12.163506,5,3.362741,1,5.872196,3,2.928569,1
TTL Assisted Consumer,50002306037,KSMITH33,INTUIT,Tax Associate,PL2,Re-Hire,11,17,14,17,71.34,84.54,0,0,6969.100002,250,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002306037,KSMITH33,INTUIT,Tax Associate,PL2,Re-Hire,16,19,2,2,210.58,235.63,93,162,12706.08334,539,311.801754,115,86.37267,43,153.132029,55,72.297055,17
TTL Assisted Consumer,50002306039,LNG01,INTUIT,Tax Expert,PL4,Re-Hire,1,1,1,1,1.46,1.66,0,0,157.3,6,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002306039,LNG01,INTUIT,Tax Expert,PL4,Re-Hire,0,0,0,0,5.14,6.12,6,7,534.300001,22,79.904313,19,12.346719,4,9.013519,3,58.544075,12
TTL Assisted Consumer,50002306048,TSOLANO,INTUIT,Tax Associate,PL4,Re-Hire,0,0,0,0,2.54,3.76,0,0,1131.950001,35,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002306048,TSOLANO,INTUIT,Tax Associate,PL4,Re-Hire,0,0,0,0,49.27,63.28,24,38,1419.483336,156,201.247122,67,48.844554,29,34.634328,15,117.76824,23
TTL Assisted Consumer,50002306080,SBUGETTKELL,INTUIT,Tax Associate,PL3,Re-Hire,4,6,5,5,43.31,48.24,0,0,4334.866666,122,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002306080,SBUGETTKELL,INTUIT,Tax Associate,PL3,Re-Hire,6,6,1,1,93.64,103.05,37,63,5212.283331,239,386.993503,59,85.948397,24,123.149988,19,160.909624,14
TTL Assisted Consumer,50002306081,SSMITH49,INTUIT,Tax Associate,PL4,Re-Hire,2,6,4,5,24,26.5,0,0,3893.55,117,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002306081,SSMITH49,INTUIT,Tax Associate,PL4,Re-Hire,4,7,2,3,355.78,399.9,62,111,13843.84999,897,576.349859,98,49.336027,20,88.937712,23,438.07612,55
TTL Assisted Consumer,50002306082,SPENNY,INTUIT,Tax Associate,OTHER,New Hire,0,5,4,5,41.72,47.31,0,0,1946.399995,130,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002306104,DREIS,INTUIT,Tax Associate,PL1,Re-Hire,0,0,0,0,3.45,3.99,0,0,343.616668,8,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002306104,DREIS,INTUIT,Tax Associate,PL1,Re-Hire,0,0,0,0,9.48,10.34,2,4,191.550001,19,20.565605,9,13.741225,6,2.625922,2,4.198458,1
TTL Assisted Consumer,50002306112,SWASHINGTON3,INTUIT,Tax Associate,PL4,Re-Hire,18,21,17,19,62.06,76.75,0,0,6822.466663,314,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002306112,SWASHINGTON3,INTUIT,Tax Associate,PL4,Re-Hire,19,20,0,0,180.56,201.87,139,172,10423.63334,498,581.372895,259,59.39083,45,95.218881,57,426.763184,157
TTL Assisted Consumer,50002306610,DTUKE,INTUIT,Tax Expert,PL4,Re-Hire,15,21,17,19,35.08,39.58,0,0,11075.45001,398,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002306610,DTUKE,INTUIT,Tax Expert,PL4,Re-Hire,22,28,12,14,223.39,251.45,72,160,17952.8,809,567.64614,166,81.763874,42,122.216909,49,363.665357,75
TTL Assisted Consumer,50002306611,DWILSON16,INTUIT,Tax Associate,PL4,Re-Hire,0,0,0,0,0,0,0,0,200.666666,6,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002306611,DWILSON16,INTUIT,Tax Associate,PL4,Re-Hire,2,2,0,0,39.11,45.51,37,42,1959.13333,93,391.396921,74,46.640586,18,49.400571,14,295.355764,42
TTL Assisted Consumer,50002306613,MDELLINGER,INTUIT,Tax Expert,PL4,Re-Hire,8,8,8,8,22.45,27.22,0,0,8486.666664,211,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002306613,MDELLINGER,INTUIT,Tax Expert,PL4,Re-Hire,2,6,1,2,236.73,272.43,101,140,16105.2,715,805.296313,180,79.849908,35,130.232607,41,595.213798,104
TTL Assisted Consumer,50002306617,MYEEFOON,INTUIT,Tax Associate,PL2,Re-Hire,11,18,13,15,95.76,116.66,0,0,7444.716675,334,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002306617,MYEEFOON,INTUIT,Tax Associate,PL2,Re-Hire,4,6,0,0,85.13,99.77,41,91,6124.633325,251,144.191857,56,32.464316,19,61.774418,23,49.953123,14
TTL Assisted Consumer,50002306620,PDIMARIA,INTUIT,Tax Expert,PL4,Re-Hire,10,10,10,10,11.26,14.27,0,0,6650.883338,252,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002306620,PDIMARIA,INTUIT,Tax Expert,PL4,Re-Hire,5,11,4,5,130.72,152.71,58,106,8355.550005,447,701.523096,155,89.279717,39,79.227019,25,528.433609,89
TTL Assisted Consumer,50002306711,KCALHOUN,INTUIT,Tax Expert,PL4,Re-Hire,2,4,3,4,23.14,27.69,0,0,951.08333,48,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002306711,KCALHOUN,INTUIT,Tax Expert,PL4,Re-Hire,0,0,0,0,137.58,153.99,42,57,5145.466668,376,442.940047,95,83.961938,29,91.224253,26,260.449144,39
TTL Assisted Consumer,50002306712,QGIBSON,INTUIT,Tax Associate,PL4,Re-Hire,4,4,4,4,22.84,26.36,0,0,2752.35,106,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002306712,QGIBSON,INTUIT,Tax Associate,PL4,Re-Hire,2,2,1,1,119.93,135.96,8,11,2458.016669,374,231.79376,36,21.500105,7,67.740126,15,142.553529,14
TTL Assisted Consumer,50002306746,SAHMED15,INTUIT,Tax Associate,PL3,Re-Hire,2,4,3,3,30.49,36.29,0,0,1301.199996,54,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002306746,SAHMED15,INTUIT,Tax Associate,PL3,Re-Hire,1,3,0,2,186.12,213.23,46,64,5214.966666,403,332.415904,70,30.822767,12,102.058872,20,199.534265,38
TTL Assisted Consumer,50002306880,TTHOMAS9,INTUIT,Tax Associate,PL3,Re-Hire,1,3,2,3,46.3,60.73,0,0,2987.750005,188,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002306880,TTHOMAS9,INTUIT,Tax Associate,PL3,Re-Hire,-1,1,0,0,47.75,55.82,13,40,2003.416665,144,259.64173,30,54.791834,12,116.236189,12,73.910445,5
TTL Assisted Consumer,50002306996,JDOYLE4,INTUIT,Tax Associate,PL3,Re-Hire,1,1,1,1,10.55,12.5,0,0,706.016666,38,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002306996,JDOYLE4,INTUIT,Tax Associate,PL3,Re-Hire,9,10,0,0,68.12,79.09,22,54,4727.849997,160,52.479157,27,14.374694,12,24.985179,13,13.119284,2
TTL Assisted Consumer,50002307033,RGRIFFIN3,INTUIT,Tax Expert,PL4,Re-Hire,14,19,16,18,34.84,45.32,0,0,6842.733333,266,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002307033,RGRIFFIN3,INTUIT,Tax Expert,PL4,Re-Hire,9,11,2,5,288.26,332.74,99,159,11470.58333,814,410.963359,138,77.37724,34,109.585434,40,224.000685,64
TTL Assisted Consumer,50002307036,DLOPEZ17,INTUIT,Tax Associate,PL2,Re-Hire,10,14,13,14,51.8,62.33,0,0,5149.5,205,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002307036,DLOPEZ17,INTUIT,Tax Associate,PL2,Re-Hire,0,2,0,0,78.73,94.14,22,54,5109.483337,252,234.414119,59,113.65671,38,46.898996,12,73.858413,9
TTL Assisted Consumer,50002307038,MMARAK,INTUIT,Tax Associate,PL4,Re-Hire,4,8,4,6,25.66,31.77,0,0,2330.033332,90,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002307038,MMARAK,INTUIT,Tax Associate,PL4,Re-Hire,1,1,0,0,78.61,92.37,37,61,2753.849999,204,303.708965,74,53.95343,23,40.593321,15,209.162214,36
TTL Assisted Consumer,50002307272,NBROOKS1,INTUIT,Tax Associate,PL4,Re-Hire,8,17,12,16,82.89,104.09,0,0,6458.500003,294,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002307272,NBROOKS1,INTUIT,Tax Associate,PL4,Re-Hire,12,12,1,1,175.16,201.28,109,186,16829.46667,456,448.506861,203,38.361392,36,86.289556,47,322.466725,119
TTL Assisted Consumer,50002307351,MLIRANZO,INTUIT,Tax Associate,PL2,Re-Hire,8,8,8,8,44.42,61.12,0,0,2327.899999,159,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002307351,MLIRANZO,INTUIT,Tax Associate,PL2,Re-Hire,2,2,0,0,54.8,63.96,58,99,3543.383332,182,213.885806,95,107.26476,57,78.879945,28,27.741101,10
TTL Assisted Consumer,50002307744,TTYLER2,INTUIT,Tax Associate,PL4,Re-Hire,9,14,12,14,65.35,78.6,0,0,3730.599994,148,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002307744,TTYLER2,INTUIT,Tax Associate,PL4,Re-Hire,3,3,1,1,85.14,101.23,32,43,3709.549994,245,199.814089,84,21.92484,19,43.319525,22,129.021321,42
TTL Assisted Consumer,50002307757,TJENKINS4,INTUIT,Tax Associate,PL4,Re-Hire,2,2,2,2,13.31,14.51,0,0,1775.699998,37,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002307757,TJENKINS4,INTUIT,Tax Associate,PL4,Re-Hire,5,6,1,1,40.39,44.2,30,40,4783.550006,105,352.883294,68,41.543661,14,73.715809,15,220.522548,36
TTL Assisted Consumer,50002307763,KBURGER,INTUIT,Tax Expert,PL4,Re-Hire,10,14,9,12,35.64,41.91,0,0,9166.58333,312,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002307763,KBURGER,INTUIT,Tax Expert,PL4,Re-Hire,9,12,0,0,166.59,189.67,70,97,10623.43334,547,702.970996,174,105.053968,45,81.326515,34,511.257653,94
TTL Assisted Consumer,50002307764,LANNAH,INTUIT,Tax Associate,PL4,Re-Hire,2,7,4,5,30.4,36.41,0,0,2010,88,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002307764,LANNAH,INTUIT,Tax Associate,PL4,Re-Hire,6,6,0,0,93.44,101,56,76,6182.16667,206,339.829913,103,40.022046,21,61.244654,23,236.875616,58
TTL Full Service Consumer,50002307778,LVOGEL,INTUIT,Tax Expert,OTHER,New Hire,0,0,0,0,0,0,0,0,1240.416665,121,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002307909,DWILLIAMSRY,INTUIT,Tax Associate,PL2,Re-Hire,0,4,2,4,22.21,28.12,0,0,2512.050004,95,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002307909,DWILLIAMSRY,INTUIT,Tax Associate,PL2,Re-Hire,2,3,0,0,62.13,75.29,33,61,4990.233334,168,125.379641,47,34.345943,23,40.203727,14,50.829971,10
TTL Assisted Consumer,50002307916,BSEVILLA,INTUIT,Tax Associate,PL4,Re-Hire,0,2,1,1,17.6,20.13,0,0,1201.416664,47,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002307916,BSEVILLA,INTUIT,Tax Associate,PL2,Re-Hire,0,2,1,1,17.6,20.13,0,0,1201.416664,47,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002307916,BSEVILLA,INTUIT,Tax Associate,PL4,Re-Hire,2,2,0,0,37.07,39.11,27,30,2732.433333,74,172.482677,51,26.210667,13,45.912933,17,100.359077,21
TTL Full Service Consumer,50002307916,BSEVILLA,INTUIT,Tax Associate,PL2,Re-Hire,2,2,0,0,37.07,39.11,27,30,2732.433333,74,172.482677,51,26.210667,13,45.912933,17,100.359077,21
TTL Assisted Consumer,50002307922,SGARDNER5,INTUIT,Tax Expert,PL4,Re-Hire,14,15,12,13,126.91,156.03,0,0,6014.149993,401,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002307922,SGARDNER5,INTUIT,Tax Expert,PL4,Re-Hire,0,14,4,7,439.87,521.27,109,256,12962.28333,1337,513.183605,211,51.935485,38,105.438315,56,355.809805,117
TTL Full Service Consumer,50002308089,EGHANSAH,INTUIT,Tax Expert,OTHER,Re-Hire,0,0,0,0,0,0,0,0,3660.083338,130,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002308091,RPERIN,INTUIT,Tax Expert,OTHER,Re-Hire,0,0,0,0,0,0,0,0,1138.416665,38,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002308437,LKRENTLER,INTUIT,Tax Expert,PL4,Re-Hire,1,2,2,2,4.68,5.61,0,0,606.766667,27,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002308437,LKRENTLER,INTUIT,Tax Expert,PL4,Re-Hire,0,0,0,0,51.52,59.29,17,31,2555.633333,146,175.652599,27,48.927115,12,50.986661,7,75.738823,8
TTL Assisted Consumer,50002308620,BSCHMIDT2,INTUIT,Tax Associate,OTHER,New Hire,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002310399,CWATSON7,INTUIT,Tax Associate,PL3,Re-Hire,9,10,9,9,46.36,52.16,0,0,4179.716674,179,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002310399,CWATSON7,INTUIT,Tax Associate,PL3,Re-Hire,8,12,1,2,131.39,142.1,57,104,6350.850001,313,639.046509,144,148.041104,55,207.120927,48,283.884478,41
TTL Full Service Consumer,50002310401,IOKOEBOR,INTUIT,Tax Expert,OTHER,Re-Hire,0,0,0,0,0,0,0,0,2037.350002,135,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002310422,GANDRADE1,INTUIT,Tax Associate,PL2,Re-Hire,5,13,8,11,62.3,81.02,0,0,2776.233333,338,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002310422,GANDRADE1,INTUIT,Tax Associate,PL2,Re-Hire,2,4,0,0,285.28,347.07,83,122,6625,876,124.282333,200,73.455423,131,38.303884,53,10.964501,13
TTL Assisted Consumer,50002310433,LJONES18,INTUIT,Tax Associate,PL4,Re-Hire,6,9,8,9,31.98,39.08,0,0,2876.733333,146,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002310433,LJONES18,INTUIT,Tax Associate,PL4,Re-Hire,2,2,0,0,48.62,53.04,27,44,2998.149998,106,172.474246,52,25.852763,16,34.978767,12,111.642716,24
TTL Assisted Consumer,50002310435,RSERLINSIKO,INTUIT,Tax Expert,PL4,Re-Hire,0,0,0,0,2.67,2.77,0,0,358.416667,18,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002310435,RSERLINSIKO,INTUIT,Tax Expert,PL4,Re-Hire,5,5,1,1,36.97,41.71,27,38,2848.583337,94,208.637322,50,26.303929,13,43.086259,13,129.95744,22
TTL Assisted Consumer,50002310443,ASMITH39,INTUIT,Tax Expert,PL4,Re-Hire,2,4,4,4,0,0,0,0,7302.216664,256,0,0,0,0,0,0,0,0
