product_name,expert_partner_name,expert_role,proficiency_level,contact_type,hire_type,expert_tenure_category,reporting_period,tnps_numerator,tnps_denominator,ir_numerator,ir_denominator,sqs_numerator,sqs_denominator,handled_conversion_numerator,handled_conversion_denominator,aht_numerator,aht_denominator,cst_numerator,cst_denominator
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Engagement,New Hire,120+ days,Before Season,0,0,0,0,0,0,5,21,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Engagement,Re-Hire,120+ days,26-Jan,0,0,0,0,0,0,8,12,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Engagement,Re-Hire,N/A,Before Season,0,0,0,0,0,0,0,1,0,0,247.455525,106
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Engagement,Re-Hire,< 30 days,After Season,0,0,0,0,0,0,0,1,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Engagement,Re-Hire,90-120 days,26-Mar,0,0,0,0,0,0,24,35,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Phone,New Hire,60-90 days,26-Apr,0,0,0,0,39.55,44.64,0,0,1155.500002,106,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Engagement,New Hire,120+ days,After Season,0,0,0,0,0,0,11,24,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Phone,New Hire,< 30 days,26-Apr,11,16,1,1,149.58,173.94,0,0,5134.816663,342,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Engagement,Re-Hire,120+ days,26-Mar,0,0,0,0,0,0,20,34,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Phone,Re-Hire,30-60 days,After Season,0,0,0,0,10.33,11.94,0,0,40.066666,8,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Engagement,New Hire,30-60 days,26-Feb,0,0,0,0,0,0,40,46,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Engagement,Re-Hire,60-90 days,26-Mar,0,0,0,0,0,0,149,223,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Engagement,Re-Hire,60-90 days,26-Apr,0,0,0,0,0,0,28,62,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Engagement,New Hire,90-120 days,26-Feb,0,0,0,0,0,0,4,6,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Phone,New Hire,90-120 days,26-Apr,0,0,0,0,4.56,4.84,0,0,265.733333,12,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Engagement,New Hire,90-120 days,After Season,0,0,0,0,0,0,2,12,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Engagement,Re-Hire,30-60 days,Before Season,0,0,0,0,0,0,176,476,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Phone,Re-Hire,90-120 days,26-Apr,0,2,0,0,80.02,94.06,0,0,5036.783333,185,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Engagement,New Hire,60-90 days,26-Mar,0,0,0,0,0,0,15,20,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Engagement,New Hire,30-60 days,26-Apr,0,0,0,0,0,0,100,164,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Engagement,Re-Hire,120+ days,After Season,0,0,0,0,0,0,13,41,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Engagement,Re-Hire,< 30 days,26-Feb,0,0,0,0,0,0,67,106,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Chat,Re-Hire,60-90 days,26-Mar,0,0,0,0,0,0,0,0,188.733333,8,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Engagement,New Hire,120+ days,26-Feb,0,0,0,0,0,0,10,11,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Chat,Re-Hire,30-60 days,26-Jan,0,0,0,0,0,0,0,0,19.866667,2,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Engagement,Re-Hire,N/A,26-Feb,0,0,0,0,0,0,1,1,0,0,3829.923915,1480
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Chat,New Hire,120+ days,After Season,0,0,0,0,0,0,0,0,46.316667,2,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Engagement,Re-Hire,30-60 days,26-Feb,0,0,0,0,0,0,203,328,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Engagement,Re-Hire,< 30 days,26-Jan,0,0,0,0,0,0,27,52,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Engagement,New Hire,< 30 days,26-Mar,0,0,0,0,0,0,114,178,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Engagement,New Hire,30-60 days,26-Jan,0,0,0,0,0,0,1,2,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Phone,New Hire,120+ days,26-Apr,1,1,0,0,35.91,39.76,0,0,2238.150003,94,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Engagement,New Hire,60-90 days,After Season,0,0,0,0,0,0,1,9,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Phone,New Hire,< 30 days,After Season,0,0,0,0,3.57,4.62,0,0,160.033334,7,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Engagement,New Hire,< 30 days,26-Feb,0,0,0,0,0,0,94,137,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Engagement,Re-Hire,30-60 days,26-Mar,0,0,0,0,0,0,59,113,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Chat,Re-Hire,120+ days,After Season,0,0,0,0,0,0,0,0,159.816666,4,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Phone,New Hire,120+ days,After Season,1,2,0,0,33.91,37.47,0,0,1870.200002,100,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Engagement,New Hire,60-90 days,26-Jan,0,0,0,0,0,0,1,2,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Engagement,Re-Hire,60-90 days,After Season,0,0,0,0,0,0,2,5,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Engagement,New Hire,60-90 days,26-Feb,0,0,0,0,0,0,12,27,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Engagement,New Hire,N/A,26-Jan,0,0,0,0,0,0,1,2,0,0,233.237629,100
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Engagement,Re-Hire,< 30 days,26-Apr,0,0,0,0,0,0,144,210,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Engagement,New Hire,< 30 days,26-Apr,0,0,0,0,0,0,70,115,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Engagement,New Hire,30-60 days,Before Season,0,0,0,0,0,0,47,146,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Engagement,New Hire,120+ days,26-Jan,0,0,0,0,0,0,2,2,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Chat,Re-Hire,90-120 days,26-Mar,0,0,0,0,0,0,0,0,26.616667,2,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Engagement,New Hire,< 30 days,Before Season,0,0,0,0,0,0,5,18,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Engagement,Re-Hire,90-120 days,26-Feb,0,0,0,0,0,0,28,44,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Engagement,New Hire,< 30 days,After Season,0,0,0,0,0,0,0,1,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Engagement,Re-Hire,< 30 days,Before Season,0,0,0,0,0,0,34,113,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Engagement,New Hire,120+ days,26-Mar,0,0,0,0,0,0,10,28,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Phone,Re-Hire,90-120 days,After Season,0,0,0,0,8,9.22,0,0,36.183333,4,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Engagement,Re-Hire,90-120 days,26-Apr,0,0,0,0,0,0,48,91,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Phone,Re-Hire,60-90 days,After Season,0,0,0,0,20.62,24.05,0,0,219.866666,25,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Phone,Re-Hire,120+ days,26-Apr,0,0,0,0,55.43,67.97,0,0,2850.38333,173,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Engagement,New Hire,30-60 days,26-Mar,0,0,0,0,0,0,72,113,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Chat,Re-Hire,120+ days,Before Season,0,0,0,0,1.48,1.6,0,0,143.55,4,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Engagement,Re-Hire,120+ days,Before Season,0,0,0,0,0,0,26,70,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Engagement,New Hire,120+ days,26-Apr,0,0,0,0,0,0,15,29,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Phone,New Hire,30-60 days,After Season,0,0,0,0,12.74,15.84,0,0,5.466667,2,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Phone,New Hire,< 30 days,26-Jan,0,0,0,0,9.53,10.73,0,0,409.416668,20,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Phone,Re-Hire,60-90 days,26-Apr,1,1,0,0,61.64,71.9,0,0,3198.05,169,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Engagement,Re-Hire,120+ days,26-Feb,0,0,0,0,0,0,32,45,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Engagement,Re-Hire,120+ days,26-Apr,0,0,0,0,0,0,23,42,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Engagement,New Hire,N/A,26-Mar,0,0,0,0,0,0,1,1,0,0,1038.684106,332
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Engagement,New Hire,90-120 days,26-Apr,0,0,0,0,0,0,2,2,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Chat,Re-Hire,60-90 days,Before Season,0,0,0,0,0,0,0,0,386.349999,20,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Chat,Re-Hire,< 30 days,26-Mar,0,0,0,0,0,0,0,0,93.2,1,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Engagement,New Hire,90-120 days,26-Mar,0,0,0,0,0,0,11,13,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Chat,New Hire,120+ days,26-Mar,0,0,0,0,0,0,0,0,17.133333,1,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Phone,Re-Hire,30-60 days,26-Apr,4,5,0,0,166.18,187.44,0,0,8102.399996,397,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Chat,Re-Hire,30-60 days,26-Feb,0,0,0,0,0,0,0,0,227.283334,7,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Engagement,Re-Hire,60-90 days,26-Jan,0,0,0,0,0,0,5,11,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Chat,Re-Hire,90-120 days,26-Apr,0,0,0,0,0,0,0,0,119.616667,1,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Chat,Re-Hire,60-90 days,26-Feb,0,0,0,0,0,0,0,0,476.350001,13,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Chat,Re-Hire,30-60 days,Before Season,0,0,0,0,0,0,0,0,313.566665,17,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Phone,New Hire,30-60 days,26-Feb,0,0,0,0,83.83,93.41,0,0,2429.633338,254,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Engagement,Re-Hire,60-90 days,26-Feb,0,0,0,0,0,0,149,206,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Engagement,New Hire,N/A,26-Feb,0,0,0,0,0,0,1,2,0,0,1125.023408,419
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Phone,Re-Hire,< 30 days,26-Apr,8,8,0,0,236.28,271.6,0,0,9324.266661,538,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Phone,New Hire,120+ days,26-Jan,1,2,0,0,5.58,6.1,0,0,198.066667,16,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Phone,New Hire,30-60 days,26-Apr,15,20,0,0,150.24,177.36,0,0,6677.449999,379,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Chat,Re-Hire,< 30 days,Before Season,0,0,0,0,0,0,0,0,106.033334,9,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Chat,Re-Hire,< 30 days,26-Jan,0,0,0,0,0,0,0,0,379.066667,5,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Chat,Re-Hire,< 30 days,26-Feb,0,0,0,0,0,0,0,0,9.016667,1,0,0
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Engagement,Re-Hire,N/A,26-Apr,0,0,0,0,0,0,0,0,0,0,1092.885935,543
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Engagement,New Hire,N/A,After Season,0,0,0,0,0,0,0,0,0,0,164.03571,67
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Engagement,New Hire,N/A,26-Apr,0,0,0,0,0,0,0,0,0,0,636.491683,272
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Engagement,Re-Hire,N/A,26-Jan,0,0,0,0,0,0,0,0,0,0,1046.431946,440
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Engagement,Re-Hire,N/A,After Season,0,0,0,0,0,0,0,0,0,0,193.429805,85
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Engagement,Re-Hire,N/A,26-Mar,0,0,0,0,0,0,0,0,0,0,1909.920828,681
TTL Full Service Consumer,INTUIT,Tax Expert,PL1,Phone,Re-Hire,90-120 days,Before Season,0,0,0,0,0,0,0,0,20.233334,2,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Phone,Re-Hire,30-60 days,After Season,-1,3,1,3,41.83,54.18,0,0,3000.666667,80,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Phone,Re-Hire,120+ days,After Season,0,0,0,0,22.13,26.73,0,0,575.016666,37,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Phone,New Hire,30-60 days,After Season,30,40,14,17,1468.43,1789.29,0,0,51966.73333,2594,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Phone,New Hire,< 30 days,26-Apr,229,343,36,66,5342.81,6259.57,0,0,231442.0001,11834,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Phone,Re-Hire,30-60 days,26-Apr,14,30,1,3,656.17,784.73,0,0,29187.79999,1546,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Phone,Re-Hire,< 30 days,26-Jan,101,124,1,1,1250.34,1386.8,0,0,85198.01666,3678,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Phone,Re-Hire,30-60 days,26-Feb,159,212,0,0,2275.75,2550.74,0,0,104650.9667,5821,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Phone,Re-Hire,< 30 days,After Season,0,1,0,0,8.33,11.64,0,0,325.033335,21,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Phone,Re-Hire,90-120 days,After Season,0,0,0,0,15.51,17.93,0,0,407.616667,25,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Phone,New Hire,60-90 days,26-Mar,2,2,0,0,12.66,14.49,0,0,1010.666665,92,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Phone,Re-Hire,< 30 days,26-Apr,15,19,0,1,216.61,261.78,0,0,9865.466668,477,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Phone,New Hire,60-90 days,26-Apr,30,47,2,3,1249.23,1478.1,0,0,57305.15001,2934,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Phone,New Hire,< 30 days,26-Mar,218,418,93,164,4951.99,5884.25,0,0,201741.6833,9979,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Phone,New Hire,30-60 days,26-Apr,567,827,52,98,16219.62,19086.2,0,0,732911.3333,38023,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Phone,Re-Hire,90-120 days,26-Apr,5,6,1,1,158.54,188.49,0,0,7782.883332,388,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Phone,Re-Hire,90-120 days,26-Mar,17,36,5,13,616.07,735.6,0,0,23090.29999,1527,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Phone,New Hire,< 30 days,After Season,3,3,0,0,84.31,104.58,0,0,2502.583328,159,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Phone,New Hire,30-60 days,26-Mar,77,165,43,69,2288.47,2736.98,0,0,85881.21664,4729,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Phone,Re-Hire,30-60 days,26-Mar,1,5,1,3,139.62,167.24,0,0,3984.149996,316,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Phone,Re-Hire,60-90 days,26-Mar,8,17,2,5,482.57,576.42,0,0,14055.28332,1319,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Phone,Re-Hire,< 30 days,26-Mar,6,8,3,3,161.38,199.42,0,0,6315.450002,352,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Phone,Re-Hire,< 30 days,26-Feb,178,237,0,0,2036.65,2256.26,0,0,109929.8833,4952,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Phone,Re-Hire,60-90 days,After Season,0,0,0,0,8.02,9.7,0,0,370.533332,18,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Phone,Re-Hire,60-90 days,26-Apr,0,2,0,1,88.06,101.92,0,0,4219.033338,203,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Phone,Re-Hire,120+ days,26-Apr,0,0,0,0,68.59,80.44,0,0,4556.483337,167,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Engagement,New Hire,< 30 days,After Season,0,0,0,0,0,0,3,14,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Phone,New Hire,60-90 days,After Season,4,7,1,2,287.98,349.48,0,0,9786.733322,536,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Engagement,Re-Hire,30-60 days,After Season,0,0,0,0,0,0,4,13,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Phone,New Hire,90-120 days,After Season,0,0,0,0,22.43,27.13,0,0,689.916669,48,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Engagement,New Hire,30-60 days,After Season,0,0,0,0,0,0,187,475,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Engagement,New Hire,30-60 days,26-Apr,0,0,0,0,0,0,4445,8737,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Engagement,New Hire,30-60 days,26-Feb,0,0,0,0,0,0,4,10,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Engagement,Re-Hire,30-60 days,26-Jan,0,0,0,0,0,0,129,742,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Engagement,New Hire,< 30 days,26-Apr,0,0,0,0,0,0,813,2253,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Engagement,Re-Hire,120+ days,26-Apr,0,0,0,0,0,0,36,51,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Engagement,New Hire,< 30 days,26-Jan,0,0,0,0,0,0,4,5,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Engagement,New Hire,60-90 days,26-Mar,0,0,0,0,0,0,4,6,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Engagement,Re-Hire,< 30 days,26-Mar,0,0,0,0,0,0,84,245,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Engagement,Re-Hire,30-60 days,26-Mar,0,0,0,0,0,0,384,889,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Engagement,Re-Hire,< 30 days,26-Apr,0,0,0,0,0,0,28,99,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Phone,Re-Hire,60-90 days,26-Feb,201,297,0,0,3119.91,3504.56,0,0,126723.15,7395,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Engagement,Re-Hire,30-60 days,26-Apr,0,0,0,0,0,0,165,372,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Engagement,Re-Hire,60-90 days,26-Apr,0,0,0,0,0,0,41,67,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Engagement,Re-Hire,120+ days,26-Feb,0,0,0,0,0,0,57,152,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Engagement,New Hire,60-90 days,26-Apr,0,0,0,0,0,0,455,784,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Engagement,New Hire,N/A,26-Mar,0,0,0,0,0,0,12,16,0,0,8844.124059,3514
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Engagement,Re-Hire,120+ days,26-Mar,0,0,0,0,0,0,9,25,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Engagement,New Hire,90-120 days,26-Apr,0,0,0,0,0,0,2,2,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Engagement,Re-Hire,N/A,26-Feb,0,0,0,0,0,0,3,4,0,0,12859.57193,5510
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Engagement,Re-Hire,60-90 days,26-Feb,0,0,0,0,0,0,775,1870,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Engagement,New Hire,N/A,26-Jan,0,0,0,0,0,0,16,32,0,0,4791.783296,2093
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Phone,Re-Hire,30-60 days,Before Season,49,52,0,0,658.96,735.76,0,0,30615.06666,1902,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Engagement,New Hire,60-90 days,After Season,0,0,0,0,0,0,52,108,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Engagement,Re-Hire,90-120 days,26-Apr,0,0,0,0,0,0,58,112,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Engagement,Re-Hire,60-90 days,26-Mar,0,0,0,0,0,0,193,418,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Engagement,Re-Hire,N/A,Before Season,0,0,0,0,0,0,5,12,0,0,386.097522,188
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Phone,New Hire,90-120 days,26-Apr,0,0,0,0,1.64,1.96,0,0,88.116666,4,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Engagement,Re-Hire,< 30 days,After Season,0,0,0,0,0,0,0,4,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Engagement,Re-Hire,N/A,26-Jan,0,0,0,0,0,0,1,1,0,0,2822.257498,1387
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Phone,New Hire,< 30 days,26-Feb,10,13,0,0,136.05,153.7,0,0,5446.4,316,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Engagement,New Hire,< 30 days,26-Mar,0,0,0,0,0,0,3953,9049,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Engagement,New Hire,< 30 days,26-Feb,0,0,0,0,0,0,1829,4957,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Phone,Re-Hire,120+ days,26-Jan,0,0,0,0,7.85,8.17,0,0,471.383334,26,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Engagement,Re-Hire,90-120 days,26-Mar,0,0,0,0,0,0,95,159,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Engagement,Re-Hire,< 30 days,26-Jan,0,0,0,0,0,0,491,1537,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Engagement,New Hire,90-120 days,After Season,0,0,0,0,0,0,0,3,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Engagement,New Hire,N/A,26-Feb,0,0,0,0,0,0,52,98,0,0,15225.29215,6618
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Phone,Re-Hire,< 30 days,Before Season,9,13,0,0,197.11,214.78,0,0,9866.583337,531,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Phone,Re-Hire,30-60 days,26-Jan,76,85,0,0,754.24,848.81,0,0,37025.23333,2194,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Phone,New Hire,< 30 days,26-Jan,1,1,1,1,1.3,1.83,0,0,94.75,3,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Engagement,New Hire,N/A,Before Season,0,0,0,0,0,0,47,98,0,0,1673.296718,682
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Engagement,Re-Hire,30-60 days,Before Season,0,0,0,0,0,0,395,2016,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Engagement,Re-Hire,< 30 days,26-Feb,0,0,0,0,0,0,409,1586,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Engagement,Re-Hire,60-90 days,After Season,0,0,0,0,0,0,2,4,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Engagement,Re-Hire,< 30 days,Before Season,0,0,0,0,0,0,216,783,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Phone,New Hire,30-60 days,26-Feb,2,2,0,0,29.27,31.44,0,0,957.033333,68,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Chat,Re-Hire,30-60 days,26-Feb,0,0,0,0,0,0,0,0,19.916667,1,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Engagement,Re-Hire,90-120 days,After Season,0,0,0,0,0,0,1,7,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Engagement,Re-Hire,N/A,26-Apr,0,0,0,0,0,0,0,0,0,0,2238.020891,998
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Engagement,New Hire,30-60 days,26-Mar,0,0,0,0,0,0,1581,3732,0,0,0,0
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Engagement,New Hire,N/A,After Season,0,0,0,0,0,0,0,0,0,0,3726.18256,1585
TTL Full Service Consumer,INTUIT,Tax Specialist,PL1,Engagement,Re-Hire,30-60 days,26-Feb,0,0,0,0,0,0,1443,4538,0,0,0,0
