product_name,expert_partner_name,expert_role,proficiency_level,contact_type,hire_type,expert_tenure_category,reporting_period,tnps_numerator,tnps_denominator,ir_numerator,ir_denominator,sqs_numerator,sqs_denominator,handled_conversion_numerator,handled_conversion_denominator,aht_numerator,aht_denominator,cst_numerator,cst_denominator
TTL Assisted Consumer,HIGHSPRING LLC,Tax Associate,PL3,Phone,New Hire,60-90 days,26-Apr,2,4,3,4,61.38,77.07,0,0,2122.866665,127,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Associate,PL3,Phone,New Hire,< 30 days,26-Mar,1,3,3,3,38.43,45.79,0,0,3467.483334,68,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Associate,PL3,Chat,New Hire,< 30 days,26-Feb,3,4,3,4,0,0,0,0,1839.05,75,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Associate,PL3,Phone,New Hire,30-60 days,26-Feb,-2,2,1,2,14.25,16.72,0,0,466.4,25,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Associate,PL3,Phone,New Hire,30-60 days,26-Mar,3,4,4,4,123.32,150.76,0,0,5607.900001,271,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Associate,PL3,Chat,New Hire,< 30 days,26-Mar,1,1,1,1,0,0,0,0,814.950001,21,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Associate,PL3,Chat,New Hire,30-60 days,26-Feb,-1,3,1,3,0,0,0,0,578.183332,17,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Associate,PL3,Chat,New Hire,< 30 days,26-Apr,0,0,0,0,0,0,0,0,1187.133334,7,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Associate,PL3,Phone,New Hire,30-60 days,After Season,0,0,0,0,1.14,1.77,0,0,0,0,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Associate,PL3,Phone,New Hire,60-90 days,After Season,0,0,0,0,5.82,6.99,0,0,0,0,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Associate,PL3,Chat,New Hire,< 30 days,26-Jan,0,0,0,0,0,0,0,0,33.25,5,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Expert,PL3,Chat,New Hire,30-60 days,26-Mar,0,0,0,0,0,0,0,0,82.05,2,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Expert,PL3,Chat,New Hire,60-90 days,26-Mar,0,0,0,0,0,0,0,0,23.2,2,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Expert,PL3,Phone,New Hire,60-90 days,26-Apr,1,1,1,1,10.2,11.26,0,0,278.85,16,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Expert,PL3,Phone,New Hire,< 30 days,26-Apr,0,0,0,0,10.05,12.14,0,0,194.066665,19,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Expert,PL3,Phone,New Hire,30-60 days,26-Apr,1,1,1,1,26.67,31.54,0,0,730.033334,53,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Expert,PL3,Phone,New Hire,90-120 days,26-Apr,0,0,0,0,4.43,5.8,0,0,429.133334,8,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Expert,PL3,Phone,New Hire,< 30 days,26-Mar,0,0,0,0,24.04,31.34,0,0,5420.400003,52,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Expert,PL3,Chat,New Hire,90-120 days,26-Apr,0,0,0,0,0,0,0,0,22.8,1,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Expert,PL3,Chat,New Hire,60-90 days,26-Apr,0,0,0,0,0,0,0,0,301.400002,12,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Expert,PL3,Phone,New Hire,60-90 days,26-Mar,1,1,1,1,13.5,15.69,0,0,406.566666,17,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Expert,PL3,Chat,New Hire,< 30 days,26-Apr,0,0,0,0,0,0,0,0,175.45,7,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Expert,PL3,Chat,New Hire,30-60 days,26-Apr,0,0,0,0,0,0,0,0,176.183334,14,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Expert,PL3,Chat,New Hire,< 30 days,26-Mar,-1,1,0,1,0,0,0,0,217.316666,10,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Expert,PL3,Phone,New Hire,90-120 days,After Season,0,0,0,0,1.14,1.34,0,0,0,0,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Expert,PL3,Phone,New Hire,30-60 days,26-Mar,0,0,0,0,3.04,3.61,0,0,1574,7,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Expert,PL3,Phone,New Hire,30-60 days,After Season,0,0,0,0,2.63,3.43,0,0,0,0,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Associate,PL4,Phone,New Hire,90-120 days,26-Apr,0,0,0,0,30.49,37.26,0,0,1007.466665,69,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Associate,PL4,Chat,New Hire,90-120 days,26-Apr,0,0,0,0,0,0,0,0,244.016666,3,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Associate,PL4,Phone,New Hire,< 30 days,26-Jan,1,1,1,1,5.44,5.92,0,0,527.649999,12,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Associate,PL4,Chat,New Hire,60-90 days,26-Mar,0,1,1,1,0,0,0,0,460.516666,15,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Associate,PL4,Phone,New Hire,30-60 days,26-Apr,3,3,2,2,36.61,44.9,0,0,1596.483333,76,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Associate,PL4,Chat,New Hire,60-90 days,26-Apr,2,5,3,4,0,0,0,0,3631.399998,182,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Associate,PL4,Phone,New Hire,30-60 days,26-Feb,0,0,0,0,64.86,80.66,0,0,5699.666671,163,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Associate,PL4,Phone,New Hire,< 30 days,26-Feb,0,8,4,6,193.44,232.37,0,0,11789.36667,415,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Associate,PL4,Chat,New Hire,30-60 days,26-Apr,1,1,1,1,0,0,0,0,722.449999,19,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Associate,PL4,Phone,New Hire,30-60 days,26-Mar,8,18,13,16,573.29,720.08,0,0,47468.55001,1358,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Associate,PL4,Phone,New Hire,60-90 days,26-Apr,7,11,9,10,300.39,379.17,0,0,10550.73333,620,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Associate,PL4,Chat,New Hire,30-60 days,26-Feb,0,0,0,0,0,0,0,0,155.366667,8,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Associate,PL4,Chat,New Hire,< 30 days,26-Jan,0,0,0,0,0,0,0,0,83.183333,4,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Associate,PL4,Phone,New Hire,60-90 days,26-Mar,1,2,1,2,82.28,101.06,0,0,3497.133336,199,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Associate,PL4,Chat,New Hire,30-60 days,26-Mar,-2,12,6,10,0,0,0,0,4919.333327,231,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Associate,PL4,Phone,New Hire,60-90 days,After Season,0,0,0,0,9.84,11.94,0,0,0,0,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Associate,PL4,Chat,New Hire,< 30 days,26-Mar,-1,1,0,1,0,0,0,0,2574.333331,29,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Associate,PL4,Phone,New Hire,90-120 days,After Season,0,0,0,0,0.4,0.4,0,0,0,0,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Associate,PL4,Chat,New Hire,< 30 days,26-Feb,1,4,3,4,0,0,0,0,1914.883335,62,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Associate,PL4,Chat,New Hire,< 30 days,Before Season,1,1,1,1,0,0,0,0,96.833333,2,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Associate,PL4,Phone,New Hire,< 30 days,26-Mar,-1,1,0,1,24.4,32.68,0,0,4332.650002,72,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Associate,PL4,Phone,New Hire,< 30 days,Before Season,0,0,0,0,0.71,0.71,0,0,122.716667,4,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Expert,PL4,Phone,New Hire,30-60 days,26-Mar,2,2,2,2,81.25,99.67,0,0,3278.366669,184,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Expert,PL4,Phone,New Hire,< 30 days,26-Mar,2,2,2,2,52.35,69.39,0,0,2119.833333,122,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Expert,PL4,Chat,New Hire,< 30 days,26-Mar,0,0,0,0,0,0,0,0,157.833333,9,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Expert,PL4,Phone,New Hire,90-120 days,26-Apr,0,0,0,0,54.43,65.64,0,0,1676.800004,107,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Expert,PL4,Chat,New Hire,90-120 days,26-Apr,4,4,4,4,0,0,0,0,850.483331,37,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Expert,PL4,Phone,New Hire,60-90 days,26-Mar,4,4,4,4,72.82,87.29,0,0,3734.399998,158,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Expert,PL4,Chat,New Hire,30-60 days,26-Apr,2,2,1,1,0,0,0,0,879.466665,37,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Expert,PL4,Chat,New Hire,< 30 days,26-Jan,0,0,0,0,0,0,0,0,558.200001,9,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Expert,PL4,Chat,New Hire,30-60 days,26-Mar,0,0,0,0,0,0,0,0,363.933334,17,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Expert,PL4,Chat,New Hire,30-60 days,26-Feb,0,2,1,2,0,0,0,0,482.266665,19,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Expert,PL4,Chat,New Hire,< 30 days,26-Feb,0,0,0,0,0,0,0,0,4661.05,10,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Expert,PL4,Phone,New Hire,< 30 days,26-Jan,1,1,1,1,16.22,18.4,0,0,793.650001,29,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Expert,PL4,Chat,New Hire,60-90 days,26-Apr,3,3,2,2,0,0,0,0,934.316668,37,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Expert,PL4,Phone,New Hire,60-90 days,26-Apr,6,7,7,7,58.7,73.63,0,0,2463.883334,118,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Expert,PL4,Phone,New Hire,< 30 days,26-Feb,2,2,2,2,61.95,75.94,0,0,3201.583334,138,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Expert,PL4,Phone,New Hire,< 30 days,26-Apr,-1,1,0,1,17.05,21.92,0,0,490.783334,31,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Expert,PL4,Chat,New Hire,< 30 days,26-Apr,0,0,0,0,0,0,0,0,119.533332,7,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Expert,PL4,Phone,New Hire,30-60 days,26-Feb,2,3,3,3,112.35,131.67,0,0,5007.583338,227,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Expert,PL4,Chat,New Hire,60-90 days,26-Mar,2,4,3,3,0,0,0,0,828.766668,29,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Expert,PL4,Phone,New Hire,30-60 days,26-Apr,2,2,1,1,63.44,81.64,0,0,2923.033327,139,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Expert,PL4,Phone,New Hire,30-60 days,After Season,0,0,0,0,2.06,2.45,0,0,0,0,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Expert,PL4,Phone,New Hire,60-90 days,After Season,0,0,0,0,2.03,2.69,0,0,0,0,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Expert,PL4,Phone,New Hire,90-120 days,After Season,0,0,0,0,4.54,4.9,0,0,0,0,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Associate,TTLA,Phone,New Hire,90-120 days,26-Mar,10,23,14,20,290.1,374.86,0,0,11866.6,630,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Associate,TTLA,Chat,New Hire,120+ days,26-Apr,-1,1,0,1,0,0,0,0,431.699999,27,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Associate,TTLA,Chat,New Hire,90-120 days,26-Mar,5,22,13,19,0,0,0,0,4703.96667,278,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Associate,TTLA,Phone,New Hire,90-120 days,26-Apr,5,6,6,6,52.2,68.35,0,0,1863.416666,99,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Associate,TTLA,Phone,New Hire,120+ days,26-Apr,1,2,1,2,25.46,31.98,0,0,986.366668,46,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Associate,TTLA,Chat,New Hire,120+ days,26-Mar,0,0,0,0,0,0,0,0,316.283332,20,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Associate,TTLA,Chat,New Hire,90-120 days,26-Apr,1,3,2,3,0,0,0,0,796.33334,47,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Associate,TTLA,Phone,New Hire,120+ days,26-Mar,0,0,0,0,8.84,11.58,0,0,322.866668,29,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Associate,TTLA,Phone,New Hire,60-90 days,26-Mar,0,0,0,0,0.2,0.2,0,0,0.216667,1,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Expert,TTLA,Chat,New Hire,120+ days,26-Mar,6,14,10,14,0,0,0,0,8657.349998,344,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Expert,TTLA,Chat,New Hire,120+ days,26-Apr,23,37,34,37,0,0,0,0,27731.56666,955,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Expert,TTLA,Phone,New Hire,90-120 days,26-Mar,72,100,85,97,747.85,948.9,0,0,36679.43333,1652,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Expert,TTLA,Phone,New Hire,90-120 days,26-Apr,4,4,4,4,27.26,33.29,0,0,1592.066664,51,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Expert,TTLA,Phone,New Hire,120+ days,26-Mar,32,51,40,49,457.79,603.42,0,0,17206.66665,967,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Expert,TTLA,Phone,New Hire,120+ days,26-Apr,52,83,62,78,868.25,1114.6,0,0,35129.38333,1682,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Expert,TTLA,Chat,New Hire,90-120 days,26-Apr,1,1,1,1,0,0,0,0,2203.5,41,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Expert,TTLA,Chat,New Hire,90-120 days,26-Mar,30,58,44,56,0,0,0,0,26000.9,902,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Expert,TTLA,Phone,New Hire,120+ days,After Season,0,0,0,0,26.97,33.15,0,0,0,0,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Associate,UNKNOWN,Phone,New Hire,30-60 days,26-Mar,0,0,0,0,5.03,7.46,0,0,0,0,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Expert,UNKNOWN,Phone,New Hire,60-90 days,26-Mar,0,0,0,0,0.85,1.42,0,0,0,0,0,0
TTL Assisted Consumer,HIGHSPRING LLC,Tax Expert,UNKNOWN,Phone,New Hire,30-60 days,26-Mar,0,0,0,0,0.22,0.71,0,0,0,0,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,OTHER,Phone,Re-Hire,120+ days,26-Mar,20,29,21,25,250.55,309.28,0,0,7723.799999,393,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,OTHER,Phone,Re-Hire,30-60 days,26-Jan,8,8,8,8,0,0,0,0,1298.450002,68,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,OTHER,Phone,Re-Hire,90-120 days,26-Apr,1,1,1,1,4.51,5.38,0,0,319.783332,21,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,OTHER,Phone,New Hire,30-60 days,26-Mar,-1,1,0,1,0,0,0,0,723.083335,24,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,OTHER,Chat,Re-Hire,30-60 days,26-Jan,1,1,1,1,0,0,0,0,229.983333,20,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,OTHER,Chat,Re-Hire,< 30 days,26-Feb,0,0,0,0,0,0,0,0,409.666667,14,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,OTHER,Chat,Re-Hire,30-60 days,26-Mar,0,0,0,0,0.22,0.24,0,0,0.6,1,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,OTHER,Chat,New Hire,< 30 days,26-Mar,0,0,0,0,0,0,0,0,997.916667,11,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,OTHER,Chat,Re-Hire,60-90 days,26-Apr,0,0,0,0,0,0,0,0,224.1,4,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,OTHER,Phone,Re-Hire,< 30 days,26-Jan,0,0,0,0,3.78,4.58,0,0,603.933332,30,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,OTHER,Chat,Re-Hire,30-60 days,Before Season,2,7,3,6,0,0,0,0,3323.416666,163,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,OTHER,Chat,Re-Hire,120+ days,26-Apr,6,12,8,12,0,0,0,0,8358.750009,422,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,OTHER,Phone,Re-Hire,120+ days,26-Feb,22,28,25,28,162.16,199.67,0,0,2951.449996,154,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,OTHER,Chat,New Hire,90-120 days,26-Apr,0,0,0,0,0,0,0,0,178.466667,4,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,OTHER,Phone,Re-Hire,60-90 days,26-Apr,1,1,1,1,11.34,14.31,0,0,849.683333,32,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,OTHER,Phone,Re-Hire,< 30 days,26-Feb,6,6,5,6,11.04,12.98,0,0,1089.616669,46,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,OTHER,Phone,Re-Hire,60-90 days,26-Feb,0,3,2,3,0,0,0,0,331.38333,16,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,OTHER,Phone,New Hire,120+ days,26-Mar,62,85,74,82,637.77,777.79,0,0,15849.15001,866,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,OTHER,Chat,Re-Hire,120+ days,Before Season,6,17,12,16,0,0,0,0,12440.29999,578,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,OTHER,Phone,Re-Hire,30-60 days,26-Mar,0,0,0,0,2.39,2.81,0,0,328.499999,16,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,OTHER,Phone,Re-Hire,120+ days,Before Season,11,21,13,19,20.13,28.25,0,0,10024.45,496,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,OTHER,Phone,Re-Hire,30-60 days,Before Season,14,20,14,18,0.2,0.69,0,0,7050.099991,408,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,OTHER,Chat,New Hire,120+ days,26-Mar,6,21,15,21,0,0,0,0,9297.14999,389,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,OTHER,Phone,Re-Hire,60-90 days,26-Mar,4,4,4,4,21.98,25.74,0,0,1689.166668,51,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,OTHER,Phone,New Hire,< 30 days,26-Mar,1,1,1,1,0,0,0,0,572.966667,29,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,OTHER,Chat,Re-Hire,60-90 days,26-Mar,1,1,1,1,0,0,0,0,185.283334,10,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,OTHER,Chat,Re-Hire,30-60 days,26-Feb,3,3,3,3,0,0,0,0,591.599999,27,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,OTHER,Chat,Re-Hire,120+ days,26-Mar,1,3,2,2,0,0,0,0,3592.783333,157,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,OTHER,Phone,Re-Hire,120+ days,26-Apr,21,22,22,22,316.45,392.88,0,0,8843.483327,503,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,OTHER,Chat,Re-Hire,90-120 days,26-Apr,0,0,0,0,0,0,0,0,131.733334,8,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,OTHER,Chat,Re-Hire,< 30 days,26-Jan,0,0,0,0,0,0,0,0,153.766668,6,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,OTHER,Phone,New Hire,120+ days,26-Apr,48,108,75,98,1189.53,1502.76,0,0,42221.85,2072,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,OTHER,Chat,New Hire,30-60 days,26-Apr,1,1,1,1,0,0,0,0,586.016667,22,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,OTHER,Phone,New Hire,90-120 days,26-Apr,0,0,0,0,1.26,1.42,0,0,266.483333,2,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,OTHER,Chat,New Hire,120+ days,After Season,0,0,0,0,0,0,0,0,26.1,1,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,OTHER,Chat,Re-Hire,120+ days,26-Feb,4,11,8,10,0,0,0,0,3288.366665,157,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,OTHER,Phone,Re-Hire,< 30 days,Before Season,8,9,7,8,0,0,0,0,2563.433337,179,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,OTHER,Phone,Re-Hire,30-60 days,26-Feb,9,11,10,11,21.36,25.25,0,0,2896.150004,100,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,OTHER,Chat,New Hire,90-120 days,26-Mar,0,0,0,0,0,0,0,0,159.716667,3,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,OTHER,Phone,New Hire,90-120 days,26-Mar,2,3,3,3,3.05,3.55,0,0,458.516667,5,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,OTHER,Chat,New Hire,120+ days,26-Feb,11,23,19,22,0,0,0,0,9650.516658,428,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,OTHER,Chat,Re-Hire,< 30 days,Before Season,1,3,2,3,0,0,0,0,1347.850001,60,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,OTHER,Phone,New Hire,120+ days,After Season,0,0,0,0,100.3,127.29,0,0,0,0,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,OTHER,Chat,New Hire,120+ days,26-Apr,14,57,38,53,0,0,0,0,45763.68334,1878,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,OTHER,Chat,New Hire,30-60 days,26-Mar,0,0,0,0,0,0,0,0,42.65,4,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,OTHER,Phone,New Hire,120+ days,26-Feb,59,83,69,78,498.89,611.81,0,0,9508.716662,511,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,OTHER,Chat,New Hire,120+ days,Before Season,19,43,30,41,0,0,0,0,31199.71666,1335,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,OTHER,Phone,New Hire,30-60 days,26-Apr,2,2,2,2,0,0,0,0,1284.85,39,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,OTHER,Phone,Re-Hire,90-120 days,Before Season,1,1,1,1,0,0,0,0,205.833334,20,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,OTHER,Chat,Re-Hire,60-90 days,26-Feb,0,0,0,0,0,0,0,0,202.050001,10,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,OTHER,Chat,Re-Hire,90-120 days,Before Season,0,0,0,0,0,0,0,0,52.766667,6,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,OTHER,Phone,Re-Hire,120+ days,After Season,0,0,0,0,24.35,29.66,0,0,0,0,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,OTHER,Phone,Re-Hire,90-120 days,After Season,0,0,0,0,0.6,0.72,0,0,0,0,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,OTHER,Phone,New Hire,120+ days,Before Season,48,75,59,69,0,0,0,0,30697.55,1127,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,OTHER,Chat,Re-Hire,60-90 days,Before Season,0,0,0,0,0,0,0,0,898.833333,32,0,0
TTL Assisted Consumer,INTUIT,Tax Associate,OTHER,Phone,Re-Hire,60-90 days,Before Season,4,4,4,4,0,0,0,0,2616.93333,146,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,OTHER,Phone,Re-Hire,60-90 days,26-Feb,1,1,1,1,1.77,2.13,0,0,476.450001,9,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,OTHER,Phone,Re-Hire,90-120 days,26-Feb,0,0,0,0,0.71,0.71,0,0,37.133333,1,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,OTHER,Phone,Re-Hire,30-60 days,26-Feb,3,3,3,3,0,0,0,0,1115.416664,43,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,OTHER,Chat,Re-Hire,120+ days,Before Season,4,6,5,6,0,0,0,0,3055.199996,172,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,OTHER,Chat,Re-Hire,120+ days,26-Jan,0,0,0,0,0,0,0,0,297.599999,7,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,OTHER,Chat,Re-Hire,60-90 days,26-Feb,0,0,0,0,0,0,0,0,1.533333,1,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,OTHER,Chat,Re-Hire,120+ days,26-Apr,0,0,0,0,0,0,0,0,154.416667,10,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,OTHER,Phone,Re-Hire,< 30 days,26-Feb,1,1,1,1,0,0,0,0,383.4,13,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,OTHER,Phone,New Hire,120+ days,After Season,0,0,0,0,0,0,0,0,5016.983334,245,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,OTHER,Phone,Re-Hire,30-60 days,Before Season,34,41,35,41,0,0,0,0,16977.74999,840,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,OTHER,Phone,Re-Hire,120+ days,26-Apr,2,2,2,2,0,0,0,0,8437.3,461,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,OTHER,Phone,Re-Hire,120+ days,26-Jan,2,2,2,2,2.3,3.75,0,0,2286,91,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,OTHER,Chat,New Hire,120+ days,Before Season,1,1,1,1,0,0,0,0,232.05,12,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,OTHER,Phone,Re-Hire,120+ days,Before Season,11,12,12,12,35.62,45.07,0,0,6462.849995,262,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,OTHER,Phone,New Hire,120+ days,26-Jan,0,0,0,0,0,0,0,0,248.333333,30,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,OTHER,Phone,Re-Hire,30-60 days,26-Jan,4,5,4,4,0,0,0,0,740.766668,35,0,0
TTL Assisted Consumer,INTUIT,Tax Expert,OTHER,Phone,Re-Hire,120+ days,26-Feb,0,0,0,0,0,0,0,0,11491.10001,711,0,0
